Bait	Prey	#Rep	#Pep	AvgP	BFDR
homo+Bort	P08069	4	1	0.6667	0.2066
homo+DMSO	P08069	4	1	0.6613	0.2111
HSPB7	P08069	4	1	0.2248	0.5733
iPS_A4	P08069	4	1	0.6836	0.1954
iPS_C10	P08069	4	1	0.6519	0.2184
iPS_K22	P08069	4	1	0.3401	0.4542
iPS_P9	P08069	4	1	0.6396	0.2279
iPS_WTc11	P08069	4	1	0.6809	0.1971
K22	P08069	4	1	0.4277	0.3971
P9	P08069	4	1	0.4339	0.3930
TetOn-BAG3	P08069	4	1	0.4046	0.4130
A4	P08107	4	42	0.6437	0.2244
C10	P08107	4	42	0.7026	0.1792
homo+Bort	P08107	4	42	0.9757	0.0041
homo+DMSO	P08107	4	42	0.6800	0.1978
HSPB7	P08107	4	42	0.2661	0.4977
iPS_A4	P08107	4	42	0.2550	0.5017
iPS_C10	P08107	4	42	0.3647	0.4403
iPS_K22	P08107	4	42	0.0909	0.6432
iPS_P9	P08107	4	42	0.1208	0.6316
iPS_WTc11	P08107	4	42	0.0952	0.6420
K22	P08107	4	42	0.2338	0.5657
P9	P08107	4	42	0.4218	0.4007
TetOn-BAG3	P08107	4	42	0.7504	0.1350
A4	P08238	4	20	0.1615	0.6093
C10	P08238	4	20	0.1887	0.5951
homo+Bort	P08238	4	20	0.2856	0.4883
homo+DMSO	P08238	4	20	0.0921	0.6430
HSPB7	P08238	4	20	0.2944	0.4828
iPS_A4	P08238	4	20	0.6775	0.1993
iPS_C10	P08238	4	20	0.9467	0.0155
iPS_K22	P08238	4	20	0.7832	0.1119
iPS_P9	P08238	4	20	0.8203	0.0922
iPS_WTc11	P08238	4	20	0.7778	0.1163
K22	P08238	4	20	0.1735	0.6023
P9	P08238	4	20	0.3425	0.4531
TetOn-BAG3	P08238	4	20	0.1518	0.6133
iPS_WTc11	P08559	4	1	0.1489	0.6147
P9	P08575	4	1	0.2500	0.5036
A4	P08590	4	4	0.2710	0.4955
C10	P08590	4	4	0.3302	0.4610
homo+Bort	P08590	4	4	0.1840	0.5977
homo+DMSO	P08590	4	4	0.1152	0.6345
HSPB7	P08590	4	4	0.3183	0.4681
K22	P08590	4	4	0.1848	0.5973
P9	P08590	4	4	0.3690	0.4379
TetOn-BAG3	P08590	4	4	0.2281	0.5707
A4	P08621	4	5	0.2125	0.5820
C10	P08621	4	5	0.1980	0.5902
homo+Bort	P08621	4	5	0.4046	0.4130
homo+DMSO	P08621	4	5	0.3877	0.4234
HSPB7	P08621	4	5	0.3144	0.4704
iPS_A4	P08621	4	5	0.5213	0.3129
iPS_C10	P08621	4	5	0.5955	0.2615
iPS_K22	P08621	4	5	0.2095	0.5838
iPS_P9	P08621	4	5	0.5484	0.2929
iPS_WTc11	P08621	4	5	0.3349	0.4568
K22	P08621	4	5	0.3017	0.4787
P9	P08621	4	5	0.3882	0.4232
RBM20	P08621	1	5	0.2870	0.4873
TetOn-BAG3	P08621	4	5	0.3515	0.4477
A4	P08670	4	11	0.1515	0.6134
C10	P08670	4	11	0.2988	0.4803
homo+Bort	P08670	4	11	0.5222	0.3125
homo+DMSO	P08670	4	11	0.3242	0.4647
HSPB7	P08670	4	11	0.3259	0.4634
iPS_C10	P08670	4	11	0.0185	0.6667
iPS_P9	P08670	4	11	0.1582	0.6106
K22	P08670	4	11	0.3109	0.4729
P9	P08670	4	11	0.4599	0.3761
RBM20	P08670	1	11	0.4428	0.3866
TetOn-BAG3	P08670	4	11	0.2135	0.5813
A4	P08865	4	10	0.0385	0.6628
C10	P08865	4	10	0.1284	0.6219
homo+Bort	P08865	4	10	0.1385	0.6185
homo+DMSO	P08865	4	10	0.1697	0.6037
HSPB7	P08865	4	10	0.2828	0.4895
iPS_A4	P08865	4	10	0.5975	0.2595
iPS_C10	P08865	4	10	0.6549	0.2164
iPS_K22	P08865	4	10	0.6032	0.2556
iPS_P9	P08865	4	10	0.4296	0.3960
iPS_WTc11	P08865	4	10	0.6092	0.2524
K22	P08865	4	10	0.0899	0.6434
P9	P08865	4	10	0.2897	0.4859
RBM20	P08865	1	10	0.1996	0.5894
TetOn-BAG3	P08865	4	10	0.0698	0.6534
A4	P08949	4	1	0.2500	0.5036
C10	P08949	4	1	0.7500	0.1355
homo+Bort	P08949	4	1	0.5000	0.3249
homo+DMSO	P08949	4	1	0.5000	0.3249
HSPB7	P08949	4	1	0.2500	0.5036
iPS_A4	P08949	4	1	0.5000	0.3249
iPS_C10	P08949	4	1	0.5000	0.3249
iPS_K22	P08949	4	1	0.2500	0.5036
iPS_P9	P08949	4	1	0.2500	0.5036
K22	P08949	4	1	0.2500	0.5036
P9	P08949	4	1	0.5000	0.3249
RBM20	P08949	1	1	1.0000	0.0000
TetOn-BAG3	P08949	4	1	0.5000	0.3249
iPS_A4	P09038	4	2	0.4999	0.3390
iPS_C10	P09038	4	2	0.7499	0.1420
iPS_K22	P09038	4	2	0.4999	0.3390
iPS_P9	P09038	4	2	0.7448	0.1487
iPS_WTc11	P09038	4	2	0.7498	0.1429
A4	P09234	4	2	0.2925	0.4842
C10	P09234	4	2	0.3212	0.4660
homo+Bort	P09234	4	2	0.3376	0.4555
homo+DMSO	P09234	4	2	0.3368	0.4559
HSPB7	P09234	4	2	0.3333	0.4574
iPS_A4	P09234	4	2	0.3336	0.4572
iPS_C10	P09234	4	2	0.4401	0.3882
iPS_K22	P09234	4	2	0.3084	0.4743
iPS_P9	P09234	4	2	0.1778	0.6006
iPS_WTc11	P09234	4	2	0.3539	0.4464
K22	P09234	4	2	0.2385	0.5610
P9	P09234	4	2	0.3526	0.4472
TetOn-BAG3	P09234	4	2	0.2497	0.5462
A4	P09429	4	7	0.5725	0.2772
C10	P09429	4	7	0.6733	0.2016
homo+Bort	P09429	4	7	0.6369	0.2295
homo+DMSO	P09429	4	7	0.4176	0.4033
HSPB7	P09429	4	7	0.4236	0.3994
iPS_A4	P09429	4	7	0.6883	0.1912
iPS_C10	P09429	4	7	0.7437	0.1493
iPS_K22	P09429	4	7	0.6990	0.1824
iPS_P9	P09429	4	7	0.6982	0.1828
iPS_WTc11	P09429	4	7	0.6321	0.2328
K22	P09429	4	7	0.4465	0.3847
P9	P09429	4	7	0.6905	0.1891
RBM20	P09429	1	7	0.7242	0.1631
TetOn-BAG3	P09429	4	7	0.5871	0.2676
A4	P09493	4	2	0.3413	0.4535
K22	P09493	4	2	0.1066	0.6379
P9	P09493	4	2	0.0850	0.6450
TetOn-BAG3	P09493	4	2	0.1110	0.6361
A4	P09525	4	1	0.2500	0.5036
C10	P09525	4	1	0.2500	0.5036
iPS_A4	P09525	4	1	0.4995	0.3430
iPS_C10	P09525	4	1	0.2500	0.5036
iPS_P9	P09525	4	1	0.2499	0.5420
iPS_WTc11	P09525	4	1	0.2500	0.5036
TetOn-BAG3	P09525	4	1	0.2500	0.5036
A4	P09622	4	3	0.1921	0.5931
C10	P09622	4	3	0.1561	0.6114
homo+Bort	P09622	4	3	0.0696	0.6535
HSPB7	P09622	4	3	0.0752	0.6515
iPS_WTc11	P09622	4	3	0.0371	0.6630
K22	P09622	4	3	0.0570	0.6581
P9	P09622	4	3	0.0478	0.6607
RBM20	P09622	1	3	0.3333	0.4574
TetOn-BAG3	P09622	4	3	0.0451	0.6612
A4	P09651	4	22	0.6151	0.2483
C10	P09651	4	22	0.5413	0.2984
homo+Bort	P09651	4	22	0.5139	0.3171
homo+DMSO	P09651	4	22	0.4063	0.4121
HSPB7	P09651	4	22	0.5479	0.2936
iPS_A4	P09651	4	22	0.5830	0.2701
iPS_C10	P09651	4	22	0.6844	0.1948
iPS_K22	P09651	4	22	0.5872	0.2675
iPS_P9	P09651	4	22	0.6892	0.1905
iPS_WTc11	P09651	4	22	0.6520	0.2183
K22	P09651	4	22	0.4214	0.4008
P9	P09651	4	22	0.5823	0.2711
RBM20	P09651	1	22	0.8663	0.0640
TetOn-BAG3	P09651	4	22	0.5783	0.2740
C10	P09661	4	2	0.0880	0.6441
homo+Bort	P09661	4	2	0.1035	0.6392
homo+DMSO	P09661	4	2	0.1056	0.6384
HSPB7	P09661	4	2	0.3538	0.4465
iPS_A4	P09661	4	2	0.1169	0.6338
iPS_C10	P09661	4	2	0.3180	0.4685
iPS_K22	P09661	4	2	0.2442	0.5552
iPS_P9	P09661	4	2	0.3409	0.4538
iPS_WTc11	P09661	4	2	0.3008	0.4791
K22	P09661	4	2	0.0775	0.6505
P9	P09661	4	2	0.2293	0.5695
TetOn-BAG3	P09661	4	2	0.1085	0.6372
A4	P09874	4	13	0.0241	0.6654
C10	P09874	4	13	0.1081	0.6374
homo+Bort	P09874	4	13	0.1439	0.6165
homo+DMSO	P09874	4	13	0.1624	0.6088
iPS_A4	P09874	4	13	0.3836	0.4262
iPS_C10	P09874	4	13	0.5959	0.2611
iPS_K22	P09874	4	13	0.3779	0.4296
iPS_P9	P09874	4	13	0.6797	0.1980
iPS_WTc11	P09874	4	13	0.3777	0.4297
K22	P09874	4	13	0.0645	0.6552
P9	P09874	4	13	0.0316	0.6640
TetOn-BAG3	P09874	4	13	0.1131	0.6356
A4	P09884	4	3	0.0751	0.6516
C10	P09884	4	3	0.1401	0.6180
homo+DMSO	P09884	4	3	0.1317	0.6210
HSPB7	P09884	4	3	0.3602	0.4427
iPS_A4	P09884	4	3	0.0746	0.6517
iPS_C10	P09884	4	3	0.2301	0.5687
iPS_K22	P09884	4	3	0.1852	0.5970
iPS_P9	P09884	4	3	0.0407	0.6622
iPS_WTc11	P09884	4	3	0.3567	0.4449
K22	P09884	4	3	0.0653	0.6550
P9	P09884	4	3	0.2330	0.5664
TetOn-BAG3	P09884	4	3	0.2685	0.4968
A4	P0C0L4	4	4	0.5867	0.2680
C10	P0C0L4	4	4	0.5613	0.2852
homo+Bort	P0C0L4	4	4	0.5613	0.2852
homo+DMSO	P0C0L4	4	4	0.5772	0.2745
HSPB7	P0C0L4	4	4	0.6066	0.2543
iPS_A4	P0C0L4	4	4	0.5163	0.3156
iPS_C10	P0C0L4	4	4	0.7482	0.1465
iPS_K22	P0C0L4	4	4	0.4532	0.3801
iPS_P9	P0C0L4	4	4	0.5809	0.2721
iPS_WTc11	P0C0L4	4	4	0.5323	0.3056
K22	P0C0L4	4	4	0.5261	0.3103
P9	P0C0L4	4	4	0.5727	0.2770
RBM20	P0C0L4	1	4	0.5932	0.2628
TetOn-BAG3	P0C0L4	4	4	0.6666	0.2071
A4	P0C5J1	4	3	0.0833	0.6451
C10	P0C5J1	4	3	0.0833	0.6451
homo+Bort	P0C5J1	4	3	0.0832	0.6476
homo+DMSO	P0C5J1	4	3	0.0833	0.6451
HSPB7	P0C5J1	4	3	0.1663	0.6069
iPS_K22	P0C5J1	4	3	0.0833	0.6451
K22	P0C5J1	4	3	0.0184	0.6668
P9	P0C5J1	4	3	0.0833	0.6451
TetOn-BAG3	P0C5J1	4	3	0.0672	0.6542
A4	P0C7P0	4	1	0.4341	0.3929
C10	P0C7P0	4	1	0.0969	0.6415
homo+Bort	P0C7P0	4	1	0.4329	0.3935
homo+DMSO	P0C7P0	4	1	0.4208	0.4013
HSPB7	P0C7P0	4	1	0.4561	0.3779
iPS_A4	P0C7P0	4	1	0.4010	0.4154
iPS_K22	P0C7P0	4	1	0.3786	0.4291
iPS_P9	P0C7P0	4	1	0.2080	0.5847
iPS_WTc11	P0C7P0	4	1	0.2624	0.4992
K22	P0C7P0	4	1	0.2089	0.5843
P9	P0C7P0	4	1	0.1830	0.5982
TetOn-BAG3	P0C7P0	4	1	0.4018	0.4146
HSPB7	P0C7P2	4	1	0.2500	0.5036
iPS_K22	P0C7P2	4	1	0.2500	0.5036
iPS_WTc11	P0C7P2	4	1	0.2500	0.5036
P9	P0C7P2	4	1	0.2500	0.5036
A4	P0C7X5	4	1	0.4283	0.3968
C10	P0C7X5	4	1	0.1901	0.5945
homo+Bort	P0C7X5	4	1	0.4125	0.4081
homo+DMSO	P0C7X5	4	1	0.2415	0.5580
iPS_A4	P0C7X5	4	1	0.2233	0.5748
iPS_C10	P0C7X5	4	1	0.2470	0.5523
iPS_K22	P0C7X5	4	1	0.4437	0.3863
iPS_WTc11	P0C7X5	4	1	0.2128	0.5818
K22	P0C7X5	4	1	0.2072	0.5850
TetOn-BAG3	P0C7X5	4	1	0.2042	0.5868
A4	P0C8F1	4	2	0.0358	0.6633
C10	P0C8F1	4	2	0.0619	0.6564
homo+Bort	P0C8F1	4	2	0.0193	0.6666
iPS_A4	P0C8F1	4	2	0.0057	0.6681
iPS_C10	P0C8F1	4	2	0.0440	0.6614
iPS_WTc11	P0C8F1	4	2	0.0002	0.6690
P9	P0C8F1	4	2	0.0656	0.6549
TetOn-BAG3	P0C8F1	4	2	0.0161	0.6671
iPS_C10	P0CG22	4	1	0.2500	0.5036
iPS_A4	P0CG23	4	1	0.2266	0.5721
iPS_P9	P0CG23	4	1	0.4986	0.3457
iPS_WTc11	P0CJ77	4	1	0.2500	0.5036
A4	P0CW22	4	4	0.1455	0.6158
C10	P0CW22	4	4	0.2429	0.5567
homo+Bort	P0CW22	4	4	0.0570	0.6581
homo+DMSO	P0CW22	4	4	0.1224	0.6307
iPS_A4	P0CW22	4	4	0.1955	0.5913
iPS_C10	P0CW22	4	4	0.5098	0.3192
iPS_K22	P0CW22	4	4	0.4836	0.3581
iPS_P9	P0CW22	4	4	0.2248	0.5733
iPS_WTc11	P0CW22	4	4	0.2104	0.5832
K22	P0CW22	4	4	0.2786	0.4919
P9	P0CW22	4	4	0.1397	0.6182
RBM20	P0CW22	1	4	0.2920	0.4845
C10	P0CW27	4	1	0.2500	0.5036
homo+Bort	P0CW27	4	1	0.5000	0.3249
iPS_C10	P0CW27	4	1	0.2500	0.5036
iPS_K22	P0CW27	4	1	0.2500	0.5036
iPS_P9	P0CW27	4	1	0.2500	0.5036
iPS_WTc11	P0CW27	4	1	0.2500	0.5036
TetOn-BAG3	P0CW27	4	1	0.2500	0.5036
A4	P0DJI8	4	1	0.2157	0.5798
C10	P0DJI8	4	1	0.3521	0.4474
homo+Bort	P0DJI8	4	1	0.2135	0.5813
homo+DMSO	P0DJI8	4	1	0.2097	0.5835
HSPB7	P0DJI8	4	1	0.3342	0.4571
iPS_A4	P0DJI8	4	1	0.0375	0.6629
iPS_C10	P0DJI8	4	1	0.1614	0.6094
iPS_K22	P0DJI8	4	1	0.5238	0.3114
iPS_WTc11	P0DJI8	4	1	0.1080	0.6375
K22	P0DJI8	4	1	0.3093	0.4737
P9	P0DJI8	4	1	0.3899	0.4220
TetOn-BAG3	P0DJI8	4	1	0.0477	0.6607
A4	P0DKL9	4	2	0.2028	0.5876
C10	P0DKL9	4	2	0.2033	0.5875
homo+Bort	P0DKL9	4	2	0.2192	0.5774
homo+DMSO	P0DKL9	4	2	0.3326	0.4594
HSPB7	P0DKL9	4	2	0.2015	0.5882
iPS_A4	P0DKL9	4	2	0.2422	0.5574
iPS_C10	P0DKL9	4	2	0.3534	0.4468
iPS_K22	P0DKL9	4	2	0.2415	0.5580
iPS_P9	P0DKL9	4	2	0.3682	0.4382
iPS_WTc11	P0DKL9	4	2	0.2995	0.4798
K22	P0DKL9	4	2	0.1960	0.5911
P9	P0DKL9	4	2	0.2841	0.4890
RBM20	P0DKL9	1	2	0.4954	0.3494
TetOn-BAG3	P0DKL9	4	2	0.2320	0.5672
C10	P10244	4	1	0.2500	0.5036
homo+Bort	P10244	4	1	0.2500	0.5036
iPS_C10	P10244	4	1	0.2500	0.5036
iPS_P9	P10244	4	1	0.2500	0.5036
iPS_WTc11	P10244	4	1	0.2500	0.5036
A4	P10599	4	8	0.2660	0.4977
C10	P10599	4	8	0.3331	0.4591
homo+Bort	P10599	4	8	0.3461	0.4507
homo+DMSO	P10599	4	8	0.2540	0.5020
HSPB7	P10599	4	8	0.3053	0.4765
iPS_A4	P10599	4	8	0.6109	0.2513
iPS_C10	P10599	4	8	0.8598	0.0692
iPS_K22	P10599	4	8	0.7609	0.1279
iPS_P9	P10599	4	8	0.7288	0.1596
iPS_WTc11	P10599	4	8	0.5973	0.2597
K22	P10599	4	8	0.2313	0.5677
P9	P10599	4	8	0.4710	0.3672
RBM20	P10599	1	8	0.4640	0.3722
TetOn-BAG3	P10599	4	8	0.2281	0.5707
C10	P10768	4	2	0.3750	0.4310
homo+Bort	P10768	4	2	0.3750	0.4310
homo+DMSO	P10768	4	2	0.2500	0.5036
HSPB7	P10768	4	2	0.1250	0.6232
iPS_A4	P10768	4	2	0.1250	0.6232
iPS_C10	P10768	4	2	0.1250	0.6232
P9	P10768	4	2	0.2497	0.5462
TetOn-BAG3	P10768	4	2	0.3750	0.4310
A4	P10809	4	31	0.3160	0.4696
C10	P10809	4	31	0.3466	0.4505
homo+Bort	P10809	4	31	0.2852	0.4885
homo+DMSO	P10809	4	31	0.1624	0.6088
HSPB7	P10809	4	31	0.2530	0.5025
iPS_A4	P10809	4	31	0.3456	0.4511
iPS_C10	P10809	4	31	0.7178	0.1678
iPS_K22	P10809	4	31	0.5154	0.3163
iPS_P9	P10809	4	31	0.7034	0.1787
iPS_WTc11	P10809	4	31	0.5756	0.2755
K22	P10809	4	31	0.2314	0.5676
P9	P10809	4	31	0.3787	0.4291
RBM20	P10809	1	31	0.2134	0.5814
TetOn-BAG3	P10809	4	31	0.2542	0.5019
iPS_WTc11	P10909	4	1	0.2500	0.5036
A4	P11021	4	34	0.7207	0.1653
C10	P11021	4	34	0.7637	0.1247
homo+Bort	P11021	4	34	0.4951	0.3497
homo+DMSO	P11021	4	34	0.5182	0.3148
HSPB7	P11021	4	34	0.6103	0.2518
iPS_A4	P11021	4	34	0.6293	0.2359
iPS_C10	P11021	4	34	0.8882	0.0522
iPS_K22	P11021	4	34	0.7919	0.1071
iPS_P9	P11021	4	34	0.8255	0.0882
iPS_WTc11	P11021	4	34	0.7963	0.1044
K22	P11021	4	34	0.5670	0.2809
P9	P11021	4	34	0.7138	0.1701
RBM20	P11021	1	34	0.6693	0.2050
TetOn-BAG3	P11021	4	34	0.5089	0.3198
C10	P11047	4	2	0.0077	0.6680
homo+Bort	P11047	4	2	0.1146	0.6349
HSPB7	P11047	4	2	0.0641	0.6554
iPS_A4	P11047	4	2	0.1013	0.6399
iPS_C10	P11047	4	2	0.0988	0.6408
iPS_P9	P11047	4	2	0.0886	0.6439
iPS_WTc11	P11047	4	2	0.1138	0.6353
K22	P11047	4	2	0.0992	0.6406
TetOn-BAG3	P11047	4	2	0.1962	0.5910
A4	P11055	4	1	0.2500	0.5036
C10	P11055	4	1	0.2494	0.5481
homo+Bort	P11055	4	1	0.2497	0.5462
HSPB7	P11055	4	1	0.4998	0.3409
K22	P11055	4	1	0.2461	0.5532
TetOn-BAG3	P11055	4	1	0.2500	0.5036
A4	P11142	4	60	0.9667	0.0067
C10	P11142	4	60	0.9843	0.0021
homo+Bort	P11142	4	60	0.9082	0.0405
homo+DMSO	P11142	4	60	0.9136	0.0378
HSPB7	P11142	4	60	0.3831	0.4265
iPS_A4	P11142	4	60	0.6631	0.2100
iPS_C10	P11142	4	60	0.9268	0.0306
iPS_K22	P11142	4	60	0.6911	0.1886
iPS_P9	P11142	4	60	0.6017	0.2563
iPS_WTc11	P11142	4	60	0.5674	0.2807
K22	P11142	4	60	0.7152	0.1690
P9	P11142	4	60	0.6986	0.1826
RBM20	P11142	1	60	0.1133	0.6355
TetOn-BAG3	P11142	4	60	0.8650	0.0653
A4	P11387	4	24	0.3242	0.4647
C10	P11387	4	24	0.2640	0.4988
homo+Bort	P11387	4	24	0.1499	0.6141
homo+DMSO	P11387	4	24	0.1082	0.6373
HSPB7	P11387	4	24	0.2680	0.4970
iPS_A4	P11387	4	24	0.4103	0.4099
iPS_C10	P11387	4	24	0.4820	0.3592
iPS_K22	P11387	4	24	0.4107	0.4096
iPS_P9	P11387	4	24	0.4760	0.3630
iPS_WTc11	P11387	4	24	0.5013	0.3241
K22	P11387	4	24	0.1370	0.6191
P9	P11387	4	24	0.3531	0.4470
RBM20	P11387	1	24	0.1289	0.6218
TetOn-BAG3	P11387	4	24	0.3442	0.4520
iPS_A4	P11388	4	1	0.2500	0.5036
iPS_C10	P11388	4	1	0.2500	0.5036
iPS_K22	P11388	4	1	0.2500	0.5036
iPS_P9	P11388	4	1	0.2500	0.5036
iPS_WTc11	P11388	4	1	0.2500	0.5036
A4	P11802	4	3	0.1940	0.5921
C10	P11802	4	3	0.0797	0.6496
homo+Bort	P11802	4	3	0.1930	0.5926
homo+DMSO	P11802	4	3	0.0671	0.6542
HSPB7	P11802	4	3	0.1432	0.6169
iPS_A4	P11802	4	3	0.1368	0.6191
iPS_C10	P11802	4	3	0.1239	0.6297
iPS_K22	P11802	4	3	0.2001	0.5890
iPS_P9	P11802	4	3	0.2129	0.5817
iPS_WTc11	P11802	4	3	0.0736	0.6521
K22	P11802	4	3	0.1643	0.6079
P9	P11802	4	3	0.1434	0.6167
RBM20	P11802	1	3	0.3997	0.4162
TetOn-BAG3	P11802	4	3	0.1931	0.5925
iPS_A4	P11908	4	5	0.4167	0.4038
iPS_C10	P11908	4	5	0.2500	0.5036
iPS_K22	P11908	4	5	0.4166	0.4043
iPS_P9	P11908	4	5	0.5000	0.3249
iPS_WTc11	P11908	4	5	0.6667	0.2066
A4	P11940	4	9	0.1419	0.6173
C10	P11940	4	9	0.1844	0.5975
homo+Bort	P11940	4	9	0.1523	0.6130
homo+DMSO	P11940	4	9	0.0660	0.6547
HSPB7	P11940	4	9	0.1275	0.6223
iPS_A4	P11940	4	9	0.3229	0.4653
iPS_C10	P11940	4	9	0.3786	0.4291
iPS_K22	P11940	4	9	0.2990	0.4802
iPS_P9	P11940	4	9	0.2847	0.4888
iPS_WTc11	P11940	4	9	0.3126	0.4719
K22	P11940	4	9	0.0931	0.6426
P9	P11940	4	9	0.1086	0.6372
TetOn-BAG3	P11940	4	9	0.0237	0.6655
C10	P12235	4	1	0.2499	0.5420
homo+Bort	P12235	4	1	0.5000	0.3249
HSPB7	P12235	4	1	0.5000	0.3249
K22	P12235	4	1	0.2500	0.5036
TetOn-BAG3	P12235	4	1	0.2500	0.5036
iPS_WTc11	P12259	4	1	0.2277	0.5711
TetOn-BAG3	P12259	4	1	0.2500	0.5036
iPS_A4	P12268	4	2	0.3748	0.4335
iPS_C10	P12268	4	2	0.1250	0.6232
iPS_K22	P12268	4	2	0.2496	0.5469
iPS_P9	P12268	4	2	0.2496	0.5469
iPS_WTc11	P12268	4	2	0.1248	0.6281
iPS_A4	P12270	4	1	0.4752	0.3636
iPS_C10	P12270	4	1	0.2500	0.5036
iPS_WTc11	P12270	4	1	0.4905	0.3533
C10	P12271	4	1	0.1903	0.5943
homo+Bort	P12271	4	1	0.2499	0.5420
homo+DMSO	P12271	4	1	0.3466	0.4505
iPS_A4	P12271	4	1	0.2495	0.5477
iPS_C10	P12271	4	1	0.3454	0.4512
iPS_K22	P12271	4	1	0.4999	0.3390
iPS_WTc11	P12271	4	1	0.2499	0.5420
P9	P12271	4	1	0.3145	0.4703
iPS_WTc11	P12273	4	2	0.2500	0.5036
TetOn-BAG3	P12273	4	2	0.2500	0.5036
iPS_C10	P12429	4	1	0.5000	0.3249
iPS_K22	P12429	4	1	0.2500	0.5036
iPS_P9	P12429	4	1	0.2497	0.5462
iPS_WTc11	P12429	4	1	0.2500	0.5036
iPS_A4	P12532	4	1	0.2500	0.5036
A4	P12814	4	11	0.1661	0.6070
C10	P12814	4	11	0.5015	0.3238
homo+Bort	P12814	4	11	0.1894	0.5948
homo+DMSO	P12814	4	11	0.1732	0.6025
HSPB7	P12814	4	11	0.3099	0.4734
iPS_A4	P12814	4	11	0.2904	0.4856
iPS_C10	P12814	4	11	0.0891	0.6437
iPS_K22	P12814	4	11	0.0300	0.6644
iPS_P9	P12814	4	11	0.1948	0.5917
iPS_WTc11	P12814	4	11	0.3060	0.4760
K22	P12814	4	11	0.3714	0.4363
P9	P12814	4	11	0.5017	0.3237
RBM20	P12814	1	11	0.9484	0.0149
A4	P12829	4	6	0.4873	0.3553
C10	P12829	4	6	0.5521	0.2907
homo+Bort	P12829	4	6	0.5015	0.3238
homo+DMSO	P12829	4	6	0.4318	0.3943
HSPB7	P12829	4	6	0.4884	0.3545
iPS_A4	P12829	4	6	0.2487	0.5501
iPS_C10	P12829	4	6	0.2431	0.5565
iPS_K22	P12829	4	6	0.0811	0.6489
iPS_P9	P12829	4	6	0.0801	0.6493
K22	P12829	4	6	0.3647	0.4403
P9	P12829	4	6	0.7302	0.1585
RBM20	P12829	1	6	0.2936	0.4836
TetOn-BAG3	P12829	4	6	0.6302	0.2350
A4	P12883	4	34	0.5153	0.3163
C10	P12883	4	34	0.3276	0.4625
homo+Bort	P12883	4	34	0.1865	0.5962
homo+DMSO	P12883	4	34	0.2800	0.4911
HSPB7	P12883	4	34	0.3733	0.4348
iPS_C10	P12883	4	34	0.0128	0.6674
K22	P12883	4	34	0.2859	0.4881
P9	P12883	4	34	0.5961	0.2607
RBM20	P12883	1	34	0.1562	0.6113
TetOn-BAG3	P12883	4	34	0.3214	0.4659
A4	P12956	4	25	0.1407	0.6177
C10	P12956	4	25	0.1484	0.6150
homo+Bort	P12956	4	25	0.0781	0.6503
homo+DMSO	P12956	4	25	0.0446	0.6613
HSPB7	P12956	4	25	0.1886	0.5952
iPS_A4	P12956	4	25	0.3968	0.4178
iPS_C10	P12956	4	25	0.4523	0.3808
iPS_K22	P12956	4	25	0.4540	0.3796
iPS_P9	P12956	4	25	0.6086	0.2531
iPS_WTc11	P12956	4	25	0.6117	0.2504
K22	P12956	4	25	0.0842	0.6450
P9	P12956	4	25	0.2803	0.4910
RBM20	P12956	1	25	0.0729	0.6523
TetOn-BAG3	P12956	4	25	0.0368	0.6631
A4	P13010	4	24	0.0572	0.6580
C10	P13010	4	24	0.1542	0.6122
homo+Bort	P13010	4	24	0.0204	0.6663
HSPB7	P13010	4	24	0.0413	0.6622
iPS_A4	P13010	4	24	0.3396	0.4545
iPS_C10	P13010	4	24	0.4120	0.4086
iPS_K22	P13010	4	24	0.2394	0.5601
iPS_P9	P13010	4	24	0.4448	0.3857
iPS_WTc11	P13010	4	24	0.5286	0.3080
K22	P13010	4	24	0.0555	0.6585
P9	P13010	4	24	0.1003	0.6402
TetOn-BAG3	P13010	4	24	0.0188	0.6667
A4	P13533	4	9	0.1659	0.6072
homo+Bort	P13533	4	9	0.2980	0.4809
homo+DMSO	P13533	4	9	0.2646	0.4984
HSPB7	P13533	4	9	0.4488	0.3828
iPS_A4	P13533	4	9	0.0163	0.6670
iPS_C10	P13533	4	9	0.0984	0.6409
iPS_P9	P13533	4	9	0.0491	0.6604
K22	P13533	4	9	0.0427	0.6618
P9	P13533	4	9	0.2005	0.5887
TetOn-BAG3	P13533	4	9	0.3072	0.4752
iPS_A4	P13639	4	1	0.7415	0.1507
iPS_C10	P13639	4	1	0.2500	0.5036
iPS_K22	P13639	4	1	0.4987	0.3453
iPS_P9	P13639	4	1	0.2500	0.5036
iPS_WTc11	P13639	4	1	0.5000	0.3249
C10	P13674	4	1	0.2500	0.5036
HSPB7	P13674	4	1	0.2500	0.5036
P9	P13674	4	1	0.5000	0.3249
RBM20	P13674	1	1	0.9999	0.0000
A4	P13686	4	1	0.2496	0.5469
iPS_P9	P13686	4	1	0.2500	0.5036
K22	P13686	4	1	0.2500	0.5036
A4	P13861	4	4	0.4316	0.3946
C10	P13861	4	4	0.4549	0.3787
homo+Bort	P13861	4	4	0.0712	0.6529
homo+DMSO	P13861	4	4	0.0683	0.6539
HSPB7	P13861	4	4	0.2360	0.5635
K22	P13861	4	4	0.1487	0.6148
P9	P13861	4	4	0.3972	0.4176
TetOn-BAG3	P13861	4	4	0.0829	0.6481
A4	P14314	4	3	0.0586	0.6577
